,open,high,low,close,SMA_5,SMA_10,EMA_5,EMA_10,RSI,MACD,MACD_signal,BB_Middle,BB_Upper,BB_Lower,OBV,H-L,H-PC,L-PC,TR,ATR,ROC,Momentum,Std_Dev,future
3429,1351.25,1354.75,1350.3,1352.75,1339.7680555555555,1330.5437499999998,1339.5473136590092,1325.4681376938188,48.43750000000023,14.079175965190416,14.080973868338956,1339.7680555555555,1362.43107959763,1317.105031513481,-199737943.0,4.4500000000000455,3.25,1.2000000000000455,4.4500000000000455,11.456944444444465,0.01733473715875755,23.049999999999955,11.33151202103722,0.0
3430,1352.7,1354.55,1351.75,1352.3,1340.240277777778,1331.173611111111,1340.2366480558194,1326.2032572090566,53.91304347826061,14.033390846762813,14.071457264023728,1340.240277777778,1363.226407998874,1317.2541475566818,-202309130.0,2.7999999999999545,1.7999999999999545,1.0,2.7999999999999545,11.322222222222239,0.012731221448363694,17.0,11.49306511054807,0.0
3431,1352.2,1353.0,1348.0,1351.7,1340.8625000000002,1331.6965277777776,1340.8562887014507,1326.9017981074385,55.029585798816754,13.954490594012213,14.048063930021424,1340.8625000000002,1363.842906250328,1317.8820937496723,-204912412.0,5.0,0.7000000000000455,4.2999999999999545,5.0,11.22361111111113,0.01685097419694581,22.40000000000009,11.490203125163914,0.0
3432,1351.15,1352.0,1350.0,1351.65,1341.3777777777777,1332.2194444444442,1341.4397325554264,1327.579831036002,57.58513931888565,13.859901519424511,14.010431447902043,1341.3777777777777,1364.473657984889,1318.2818975706664,-207525377.0,2.0,0.2999999999999545,1.7000000000000455,2.0,11.093055555555573,0.013914935113644944,18.550000000000182,11.547940103555707,0.0
3433,1351.1,1354.0,1350.5,1353.4,1341.9444444444443,1332.7798611111111,1342.0862334983763,1328.2872329254265,30.456852791878447,13.799000572949808,13.968145272911595,1341.9444444444443,1365.1951498442572,1318.6937390446315,-204900208.0,3.5,2.349999999999909,1.150000000000091,3.5,10.97361111111113,0.01530382595648927,20.40000000000009,11.62535269990642,0.0
3434,1353.15,1354.0,1350.5,1351.3,1342.0986111111113,1333.3930555555555,1342.5842749308965,1328.9177196945927,48.387096774193196,13.666555236303793,13.907827265590036,1342.0986111111113,1365.5260612633688,1318.6711609588538,-207540916.0,3.5,0.599999999999909,2.900000000000091,3.5,10.626388888888906,0.004124094371168452,5.5499999999999545,11.713725076128771,0.0
3435,1351.65,1352.0,1350.05,1350.7,1342.2569444444443,1333.929861111111,1343.0229627724698,1329.5144944974804,31.531531531531797,13.508468274989355,13.827955467469902,1342.2569444444443,1365.841590209743,1318.6722986791458,-210189700.0,1.9500000000000455,0.7000000000000455,1.25,1.9500000000000455,10.318055555555569,0.004237918215613368,5.7000000000000455,11.792322882649273,0.0
3436,1350.0,1352.0,1350.0,1351.5,1342.7847222222222,1334.4631944444445,1343.481181000985,1330.116837113988,43.220338983051086,13.364343886997176,13.735233151375358,1342.7847222222222,1366.3213662292326,1319.2480782152118,-207519743.0,2.0,1.2999999999999545,0.7000000000000455,2.0,9.743055555555568,0.014258911819887476,19.0,11.768322003505151,0.0
3437,1351.1,1351.9,1350.0,1350.0,1343.3402777777778,1334.8937500000002,1343.8335495955264,1330.6615813026458,37.49999999999959,13.171968292880592,13.622580179676406,1343.3402777777778,1366.5776100496364,1320.1029455059193,-210201785.0,1.900000000000091,0.40000000000009095,1.5,1.900000000000091,9.565277777777794,0.015037593984962516,20.0,11.618666135929276,0.0
3438,1350.55,1350.75,1350.0,1350.45,1343.7180555555558,1335.3138888888889,1344.191195563336,1331.2037297601075,41.6666666666664,12.98746580322836,13.495557304386798,1343.7180555555558,1366.9634686549266,1320.472642456185,-207512232.0,0.75,0.75,0.0,0.75,8.336111111111128,0.010173168268691413,13.600000000000136,11.622706549685347,0.0
